date,correlation,density,network_protocols,network_pairs,residual_correlation,residual_density,residual_network_protocols,residual_network_pairs,stablecoin_supply_usd,stablecoin_supply_log_flow,equal_weight_available,lagged_tvl_weighted,capped_lagged_tvl_weighted,category_balanced,retrospective_common_history,stablecoin_contraction,volatility,breadth,tvl_momentum,residual_volatility,residual_breadth,residual_equal_weight_return,eth_log_return,forward_return,label
2021-03-25,0.22587619154714678,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,,,-0.0546436333326326,,
2021-03-26,0.21344385409591862,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,,,0.0006892311622696,,
2021-03-27,0.2144140233409685,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,,,0.0834275437365964,,
2021-03-28,0.218892653137106,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,,,-0.0058697629406346,,
2021-03-29,0.2198162432372495,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,,,-0.0157338052026929,,
2021-03-30,0.22081526137777932,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,,,0.0747553122615257,,
2021-03-31,0.2257720527813913,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,,,0.0121691242883228,,
2021-04-01,0.2270010088651738,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,,,0.0455474227908722,,
2021-04-02,0.22289016153402585,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.6666666666666666,-0.0017065437899405251,0.0191513275013232,,
2021-04-03,0.22187035649636486,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.0,,,1.0,-0.025547252390932463,0.0862378926509327,,
2021-04-04,0.19312655752008936,0.3333333333333333,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,0.004242107180940109,-0.0639685268757884,,
2021-04-05,0.17407343565475883,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,1.0,-0.03260046031215625,0.0348700117676041,,
2021-04-06,0.17376512612484618,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,1.0,-0.016636896788082476,0.0114073862943203,,
2021-04-07,0.1643948316884427,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.6666666666666666,-0.010693712306599776,0.0050486014810064,,
2021-04-08,0.16068961568316462,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,-0.00185139000057815,-0.0669694900618789,,
2021-04-09,0.172306609035667,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.3333333333333333,0.025431904018024493,0.0518740796737128,,
2021-04-10,0.1629251960028453,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.6666666666666666,0.009545773545983816,-0.0057364545730421,,
2021-04-11,0.15814301047305593,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,-0.012544050285979505,0.0337725439090864,,
2021-04-12,0.15747767801389914,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,1.0,-0.010909742801099362,0.0044305034407725,,
2021-04-13,0.16439011100835535,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.028386637614174547,-0.0043490984340641,,
2021-04-14,0.16284833453307,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.6666666666666666,-0.02530949147569278,0.0756619179527327,,
2021-04-15,0.1711246626511236,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.6666666666666666,0.001002930584806553,0.0508479823758461,,
2021-04-16,0.17173019777383713,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.6666666666666666,0.005864686962359998,0.0350344032695217,,
2021-04-17,0.1697815766040509,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.6666666666666666,0.002445922663604364,-0.0337973187592001,,
2021-04-18,0.17066124793533274,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,-0.04974513235513687,-0.0431603906545457,,
2021-04-19,0.13116176069088273,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,0.014065049891912762,-0.0480991420518803,,
2021-04-20,0.12140225354646299,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,-0.01473391473212113,-0.0239093316423795,,
2021-04-21,0.11749429836383944,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,1.0,-0.027101660801071372,0.0752828907933661,,
2021-04-22,0.12095825211297999,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.0008146163344970198,0.0152631557724823,,
2021-04-23,0.1021235526166117,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,-0.028095536623044842,0.0180422239356795,,
2021-04-24,0.015272121393682225,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,-0.023552902762198333,-0.0188621531568535,,
2021-04-25,0.017478826342236815,0.0,3,3,,,0,0,,,,,,,,,,0.6666666666666666,,,0.0,0.024721499902831418,-0.0692678215763259,,
2021-04-26,0.03238693800039274,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.3333333333333333,0.012460003322767978,0.0418235113139997,,
2021-04-27,0.031161632259460965,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.3333333333333333,0.009875759864589835,0.0930602724632562,,
2021-04-28,0.010210322872552987,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,,1.0,-0.027806066409896652,0.049986824938891,,
2021-04-29,-0.006564368117361145,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.6666666666666666,-0.0016491683700470341,0.0320097616290438,,
2021-04-30,0.001013161727861811,0.0,3,3,,,0,0,,,,,,,,,,0.0,,,0.3333333333333333,0.003692580104691958,0.003164739560295,,
2021-05-01,-0.01051919590069265,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,0.018958574537288983,1.0,-0.017855182903870646,0.0069409244747366,,
2021-05-02,-0.004820687011067489,0.0,3,3,,,0,0,,,,,,,,,,0.0,,0.018940892620494393,0.6666666666666666,-0.007546111188585245,0.0592147119444297,,
2021-05-03,0.011431741772334561,0.0,3,3,,,0,0,,,,,,,,,,0.0,,0.01985458529998989,0.0,0.032433987096558314,0.0026056214738419,,
2021-05-04,0.0017965112477329643,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,0.02091226279870841,1.0,-0.04182894780175511,0.15184668461846,,
2021-05-05,-0.0029347390633034007,0.0,3,3,,,0,0,,,,,,,,,,0.3333333333333333,,0.021578283967496437,0.3333333333333333,0.03501118548258335,-0.0576118375031301,,
